Gene name,GO term name
LRRK2,regulation of dopamine receptor signaling pathway
LRRK2,protein localization to mitochondrion
LRRK2,neuron death
LRRK2,cellular response to organic cyclic compound
LRRK2,reactive oxygen species metabolic process
LRRK2,negative regulation of excitatory postsynaptic potential
LRRK2,neuron projection arborization
LRRK2,regulation of synaptic vesicle endocytosis
LRRK2,positive regulation of synaptic vesicle endocytosis
LRRK2,positive regulation of histone deacetylase activity
LRRK2,positive regulation of protein autoubiquitination
LRRK2,regulation of neuroblast proliferation
LRRK2,negative regulation of late endosome to lysosome transport
LRRK2,negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation
LRRK2,negative regulation of protein processing involved in protein targeting to mitochondrion
LRRK2,positive regulation of microglial cell activation
LRRK2,Wnt signalosome assembly
LRRK2,"regulation of retrograde transport, endosome to Golgi"
LRRK2,regulation of CAMKK-AMPK signaling cascade
LRRK2,regulation of branching morphogenesis of a nerve
LRRK2,negative regulation of peroxidase activity
LRRK2,Golgi-associated vesicle
LRRK2,trans-Golgi network
LRRK2,microvillus
LRRK2,synaptic vesicle
LRRK2,cytoplasmic side of mitochondrial outer membrane
LRRK2,"multivesicular body, internal vesicle"
LRRK2,glutamatergic synapse
LRRK2,caveola neck
LRRK2,presynaptic cytosol
LRRK2,ribonucleoprotein complex
LURAP1L,protein binding
LURAP1L,positive regulation of I-kappaB kinase/NF-kappaB signaling
LURAP1L,regulation of signal transduction
LURAP1L,
M6PR,membrane
M6PR,integral component of membrane
M6PR,lysosomal membrane
M6PR,protein domain specific binding
M6PR,protein binding
M6PR,lysosome
M6PR,Golgi apparatus
M6PR,perinuclear region of cytoplasm
M6PR,plasma membrane
M6PR,endosome
M6PR,trans-Golgi network
M6PR,protein targeting to lysosome
M6PR,integral component of plasma membrane
M6PR,trans-Golgi network membrane
M6PR,transport vesicle
M6PR,transmembrane signaling receptor activity
M6PR,clathrin-coated endocytic vesicle membrane
M6PR,lysosomal transport
M6PR,receptor-mediated endocytosis
M6PR,endosome to lysosome transport
M6PR,retromer complex binding
M6PR,secretion of lysosomal enzymes
M6PR,late endosome
M6PR,
MAGI3,protein binding
MAGI3,nucleus
MAGI3,membrane
MAGI3,nucleotide binding
MAGI3,ATP binding
MAGI3,plasma membrane
MAGI3,apoptotic process
MAGI3,signal transduction
MAGI3,anchoring junction
MAGI3,cell junction
MAGI3,intracellular signal transduction
MAGI3,regulation of JNK cascade
MAGI3,cytoplasm
MAGI3,molecular adaptor activity
MAGI3,bicellular tight junction
MAGI3,cell-cell junction
MAGI3,guanylate kinase activity
MAGI3,GMP metabolic process
MAGI3,GDP metabolic process
MAGI3,
MAPT,
MAPT,tubulin binding
MAPT,negative regulation of gene expression
MAPT,cytoplasm
MAPT,nuclear speck
MAPT,membrane
MAPT,plasma membrane
MAPT,cell projection
MAPT,identical protein binding
MAPT,extracellular region
MAPT,cytoskeleton
MAPT,cytosol
MAPT,axon cytoplasm
MAPT,dendrite
MAPT,microtubule
MAPT,SH3 domain binding
MAPT,protein binding
MAPT,microtubule binding
MAPT,axon
MAPT,enzyme binding
MAPT,microtubule cytoskeleton organization
MAPT,growth cone
MAPT,neuron projection
MAPT,positive regulation of axon extension
MAPT,nucleus
MAPT,neuron projection development
MAPT,cell body
MAPT,intracellular distribution of mitochondria
MAPT,chaperone binding
MAPT,cytoplasmic ribonucleoprotein granule
MAPT,generation of neurons
MAPT,protein polymerization
MAPT,regulation of synaptic plasticity
MAPT,membrane raft
MAPT,actin binding
MAPT,activation of cysteine-type endopeptidase activity involved in apoptotic process
MAPT,neuronal cell body
MAPT,nuclear periphery
MAPT,apolipoprotein binding
MAPT,regulation of microtubule polymerization
MAPT,protein kinase binding
MAPT,protein-macromolecule adaptor activity
MAPT,stress granule assembly
MAPT,positive regulation of neuron death
MAPT,glial cell projection
MAPT,mitochondrion
MAPT,lipoprotein particle binding
MAPT,positive regulation of microtubule polymerization
MAPT,regulation of calcium-mediated signaling
MAPT,regulation of autophagy
MAPT,DNA binding
MAPT,minor groove of adenine-thymine-rich DNA binding
MAPT,double-stranded DNA binding
MAPT,single-stranded DNA binding
MAPT,RNA binding
MAPT,dynactin binding
MAPT,phosphatidylinositol binding
MAPT,sequence-specific DNA binding
MAPT,protein phosphatase 2A binding
MAPT,Hsp90 protein binding
MAPT,histone-dependent DNA binding
MAPT,microtubule lateral binding
MAPT,phosphatidylinositol bisphosphate binding
MAPT,microglial cell activation
MAPT,internal protein amino acid acetylation
MAPT,cell-cell signaling
MAPT,memory
MAPT,response to lead ion
MAPT,negative regulation of mitochondrial membrane potential
MAPT,rRNA metabolic process
MAPT,axonal transport of mitochondrion
MAPT,central nervous system neuron development
MAPT,regulation of microtubule polymerization or depolymerization
MAPT,cytoplasmic microtubule organization
MAPT,positive regulation of superoxide anion generation
MAPT,regulation of chromosome organization
MAPT,negative regulation of kinase activity
MAPT,cellular response to heat
MAPT,cellular response to reactive oxygen species
MAPT,microtubule polymerization
MAPT,astrocyte activation
MAPT,synapse organization
MAPT,axon development
MAPT,regulation of microtubule cytoskeleton organization
MAPT,plus-end-directed organelle transport along microtubule
MAPT,regulation of mitochondrial fission
MAPT,negative regulation of mitochondrial fission
MAPT,supramolecular fiber organization
MAPT,axonal transport
MAPT,regulation of cellular response to heat
MAPT,regulation of long-term synaptic depression
MAPT,positive regulation of protein localization to synapse
MAPT,neurofibrillary tangle assembly
MAPT,negative regulation of establishment of protein localization to mitochondrion
MAPT,positive regulation of protein localization
MAPT,negative regulation of tubulin deacetylation
MAPT,positive regulation of diacylglycerol kinase activity
MAPT,amyloid fibril formation
MAPT,cellular response to nerve growth factor stimulus
MAPT,cellular response to brain-derived neurotrophic factor stimulus
MAPT,regulation of response to DNA damage stimulus
MAPT,microtubule cytoskeleton
MAPT,axolemma
MAPT,somatodendritic compartment
MAPT,dendritic spine
MAPT,main axon
MAPT,tubulin complex
MAPT,neurofibrillary tangle
MAPT,learning or memory
MAPT,synapse assembly
MAPT,protein homooligomerization
MEG3,
MEG3,negative regulation of cell growth
MEG3,miRNA-mediated gene silencing
MEG3,RISC complex
MHENCR,
MICA,membrane
MICA,integral component of membrane
MICA,
MICA,extracellular space
MICA,cytoplasm
MICA,plasma membrane
MICA,cellular response to DNA damage stimulus
MICA,protein binding
MICA,immune system process
MICA,defense response to virus
MICA,adaptive immune response
MICA,cell surface
MICA,external side of plasma membrane
MICA,defense response to bacterium
MICA,cytolysis
MICA,response to heat
MICA,integral component of plasma membrane
MICA,T cell mediated cytotoxicity
MICA,natural killer cell mediated cytotoxicity
MICA,natural killer cell lectin-like receptor binding
MICA,immune response to tumor cell
MICA,gamma-delta T cell activation
MICA,negative regulation of natural killer cell activation
MICA,negative regulation of natural killer cell mediated cytotoxicity
MIR130B,mRNA 3'-UTR binding
MIR130B,mRNA base-pairing translational repressor activity
MIR3681HG,
MIR3939,
MIR4425,
MIR4432HG,
MIR4686,mRNA base-pairing translational repressor activity
MIR588,mRNA base-pairing translational repressor activity
MNDA,nucleus
MNDA,cytoplasm
MNDA,intracellular membrane-bounded organelle
MNDA,nucleoplasm
MNDA,nucleolus
MNDA,cytosol
MNDA,DNA binding
MNDA,cellular response to DNA damage stimulus
MNDA,protein binding
MNDA,extracellular region
MNDA,activation of innate immune response
MNDA,extracellular exosome
MNDA,cellular response to interferon-beta
MNDA,positive regulation of apoptotic process
MNDA,ficolin-1-rich granule lumen
MNDA,B cell receptor signaling pathway
MNDA,azurophil granule lumen
MNDA,double-stranded DNA binding
MNDA,cellular defense response
MNDA,negative regulation of B cell proliferation
MNDA,positive regulation of interleukin-1 beta production
MNDA,cytoplasm
NAA25,Golgi apparatus
NAA25,cytosol
NAA25,protein binding
NAA25,peptide alpha-N-acetyltransferase activity
NAA25,N-terminal peptidyl-methionine acetylation
NAA25,NatB complex
NAA25,
NAA25,
NCOA1,nucleus
NCOA1,"regulation of transcription, DNA-templated"
NCOA1,protein dimerization activity
NCOA1,transcription coactivator activity
NCOA1,nuclear receptor binding
NCOA1,protein binding
NCOA1,transferase activity
NCOA1,nucleoplasm
NCOA1,cytosol
NCOA1,plasma membrane
NCOA1,acyltransferase activity
NCOA1,"positive regulation of transcription, DNA-templated"
NCOA1,histone acetyltransferase activity
NCOA1,nuclear receptor coactivator activity
NCOA1,positive regulation of transcription by RNA polymerase II
NCOA1,enzyme binding
NCOA1,chromatin
NCOA1,RNA polymerase II-specific DNA-binding transcription factor binding
NCOA1,protein N-terminus binding
NCOA1,aryl hydrocarbon receptor binding
NCOA1,mRNA transcription by RNA polymerase II
NCOA1,protein-containing complex
NCOA1,RNA polymerase II transcription regulator complex
NCOA1,cellular response to hormone stimulus
NCOA1,transcription regulator complex
NCOA1,nuclear estrogen receptor binding
NCOA1,peroxisome proliferator activated receptor signaling pathway
NCOA1,regulation of cellular response to insulin stimulus
NCOA1,positive regulation of adipose tissue development
NCOA1,positive regulation of transcription from RNA polymerase II promoter by galactose
NCOA1,DNA binding
NCOA1,chromatin binding
NCOA1,regulation of thyroid hormone mediated signaling pathway
NCOA1,positive regulation of apoptotic process
NCOA1,histone H4 acetylation
NCOA1,positive regulation of neuron differentiation
NCOA1,labyrinthine layer morphogenesis
NCOA1,cellular response to Thyroglobulin triiodothyronine
NCOA1,
NCR3,membrane
NCR3,integral component of membrane
NCR3,plasma membrane
NCR3,protein binding
NCR3,immune system process
NCR3,immune response
NCR3,inflammatory response
NCR3,positive regulation of natural killer cell mediated cytotoxicity
NCR3,identical protein binding
NCR3,immune response-activating cell surface receptor signaling pathway
NCR3,integral component of plasma membrane
NCR3,natural killer cell activation
NCR3,cell recognition
NCR3,nucleus
NEMF,cytoplasm
NEMF,cytosol
NEMF,ribosomal large subunit binding
NEMF,tRNA binding
NEMF,ribosome-associated ubiquitin-dependent protein catabolic process
NEMF,RQC complex
NEMF,protein-containing complex assembly
NEMF,nuclear export
NEMF,rescue of stalled ribosome
NEMF,CAT tailing
NEMF,
NEMF,nucleus
NFIB,"regulation of transcription, DNA-templated"
NFIB,DNA-binding transcription factor activity
NFIB,nucleoplasm
NFIB,fibrillar center
NFIB,DNA binding
NFIB,protein binding
NFIB,"DNA-binding transcription factor activity, RNA polymerase II-specific"
NFIB,"positive regulation of transcription, DNA-templated"
NFIB,DNA replication
NFIB,positive regulation of transcription by RNA polymerase II
NFIB,regulation of transcription by RNA polymerase II
NFIB,RNA polymerase II cis-regulatory region sequence-specific DNA binding
NFIB,chromatin
NFIB,sequence-specific double-stranded DNA binding
NFIB,"DNA-binding transcription activator activity, RNA polymerase II-specific"
NFIB,brain development
NFIB,chondrocyte differentiation
NFIB,glial cell differentiation
NFIB,principal sensory nucleus of trigeminal nerve development
NFIB,anterior commissure morphogenesis
NFIB,club cell differentiation
NFIB,type I pneumocyte differentiation
NFIB,type II pneumocyte differentiation
NFIB,lung ciliated cell differentiation
NFIB,commissural neuron axon guidance
NFIB,negative regulation of miRNA transcription
NFIB,negative regulation of mesenchymal cell proliferation involved in lung development
NFIB,negative regulation of epithelial cell proliferation involved in lung morphogenesis
NFIB,cerebellar mossy fiber
NFIB,glandular epithelial cell differentiation
NFIB,cell population proliferation
NFIB,response to bacterium
NFIB,lung development
NFIB,forebrain development
NFIB,hindbrain development
NFIB,salivary gland cavitation
NFIB,cell differentiation involved in salivary gland development
NFIB,stem cell proliferation
NFIB,negative regulation of stem cell proliferation
NFIB,
NFIB,
NKD1,calcium ion binding
NKD1,cytoplasm
NKD1,membrane
NKD1,metal ion binding
NKD1,plasma membrane
NKD1,Wnt signaling pathway
NKD1,protein binding
NKD1,negative regulation of Wnt signaling pathway
NKD1,negative regulation of canonical Wnt signaling pathway
NKD1,positive regulation of protein catabolic process
NKD1,"positive regulation of Wnt signaling pathway, planar cell polarity pathway"
NKD1,eye photoreceptor cell differentiation
NKD1,somatic muscle development
NKD1,regulation of cell migration involved in somitogenic axis elongation
NKD1,protein phosphatase type 2A complex
NKD1,PDZ domain binding
NKD1,positive regulation of non-canonical Wnt signaling pathway via JNK cascade
