Gene name	GO domain	GO term name	GO term definition	GO term accession 
IRF4	molecular_function	DNA-binding transcription activator activity, RNA polymerase II-specific	A DNA-binding transcription factor activity that activates or increases transcription of specific gene sets transcribed by RNA polymerase II.	GO:0001228
IRF4	biological_process	immune system process	Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats.	GO:0002376
IRF4	molecular_function	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	GO:0003677
IRF4	molecular_function	DNA-binding transcription factor activity	A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons.	GO:0003700
IRF4	molecular_function	transcription coactivator activity	A transcription coregulator activity that activates or increases the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Coactivators often act by altering chromatin structure and modifications. For example, one class of transcription coactivators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators. A fourth class of coactivator activity is the bridging of a DNA-binding transcription factor to the general (basal) transcription machinery. The Mediator complex, which bridges sequence-specific DNA binding transcription factors and RNA polymerase, is also a transcription coactivator.	GO:0003713
IRF4	molecular_function	protein binding	Binding to a protein.	GO:0005515
IRF4	cellular_component	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	GO:0005634
IRF4	cellular_component	nucleoplasm	That part of the nuclear content other than the chromosomes or the nucleolus.	GO:0005654
IRF4	cellular_component	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	GO:0005829
IRF4	biological_process	DNA-templated transcription	The synthesis of an RNA transcript from a DNA template.	GO:0006351
IRF4	biological_process	regulation of DNA-templated transcription	Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.	GO:0006355
IRF4	biological_process	regulation of transcription by RNA polymerase II	Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II.	GO:0006357
IRF4	cellular_component	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	GO:0016020
IRF4	biological_process	positive regulation of interleukin-10 production	Any process that activates or increases the frequency, rate, or extent of interleukin-10 production.	GO:0032733
IRF4	biological_process	positive regulation of interleukin-13 production	Any process that activates or increases the frequency, rate, or extent of interleukin-13 production.	GO:0032736
IRF4	biological_process	positive regulation of interleukin-2 production	Any process that activates or increases the frequency, rate, or extent of interleukin-2 production.	GO:0032743
IRF4	biological_process	positive regulation of interleukin-4 production	Any process that activates or increases the frequency, rate, or extent of interleukin-4 production.	GO:0032753
IRF4	biological_process	negative regulation of toll-like receptor signaling pathway	Any process that stops, prevents, or reduces the frequency, rate, or extent of toll-like receptor signaling pathway.	GO:0034122
IRF4	biological_process	T cell activation	The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific.	GO:0042110
IRF4	biological_process	defense response to protozoan	Reactions triggered in response to the presence of a protozoan that act to protect the cell or organism.	GO:0042832
IRF4	biological_process	myeloid dendritic cell differentiation	The process in which a monocyte acquires the specialized features of a dendritic cell, an immunocompetent cell of the lymphoid and hemopoietic systems and skin.	GO:0043011
IRF4	biological_process	positive regulation of DNA binding	Any process that increases the frequency, rate or extent of DNA binding. DNA binding is any process in which a gene product interacts selectively with DNA (deoxyribonucleic acid).	GO:0043388
IRF4	molecular_function	sequence-specific DNA binding	Binding to DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding.	GO:0043565
